user_id,age,travel_type,region_visited,spending_usd,num_reviews,days_trip,social_shares,satisfaction_score,would_recommend
U0445,62,Pareja,Costa,203.58,15,4,3,4.05,1
U0446,18,Negocios,Costa,459.75,10,10,1,4.39,0
U0447,33,Familiar,Costa,320.62,6,9,2,4.32,1
U0448,56,Turismo,Costa,336.8,1,7,6,4.51,1
U0449,22,Turismo,Costa,205.62,4,2,4,3.09,0
U0450,39,Familiar,Sierra,293.13,14,11,3,4.41,1
U0451,46,Pareja,Sierra,488.26,8,14,4,4.03,1
U0452,20,Pareja,Selva,461.55,11,13,3,4.6,1
U0453,29,Turismo,Costa,328.31,15,12,4,4.71,1
U0454,43,Turismo,Costa,270.7,19,2,2,3.93,1
U0455,33,Familiar,Costa,461.76,8,13,7,5.0,1
U0456,54,Turismo,Selva,367.5,13,7,3,4.67,1
U0457,39,Turismo,Sierra,375.26,18,14,4,4.41,1
U0458,46,Turismo,Sierra,218.35,17,4,6,4.48,1
U0459,31,Turismo,Costa,297.91,6,4,4,4.06,1
U0460,45,Negocios,Sierra,227.12,15,7,2,4.09,1
U0461,22,Negocios,Costa,442.01,13,14,6,4.6,1
U0462,64,Pareja,Sierra,259.2,18,4,2,4.2,1
U0463,47,Negocios,Selva,366.34,11,14,3,4.75,1
U0464,63,Turismo,Selva,350.56,13,12,2,4.74,1
U0465,22,Negocios,Sierra,463.51,1,11,4,4.49,1
U0466,29,Negocios,Costa,308.52,18,7,6,3.79,1
U0467,33,Negocios,Selva,342.15,5,6,2,4.12,0
U0468,43,Negocios,Sierra,270.2,6,5,2,3.28,1
U0469,43,Familiar,Costa,472.77,1,9,6,4.79,1
U0470,38,Turismo,Costa,238.59,7,3,2,3.88,1
U0471,56,Pareja,Costa,502.34,4,13,1,5.0,0
U0472,53,Turismo,Costa,404.33,9,12,6,4.7,1
U0473,50,Turismo,Costa,338.29,15,8,4,4.32,1
U0474,47,Turismo,Sierra,293.19,6,5,4,3.82,0
U0475,54,Turismo,Costa,257.05,17,3,2,3.46,1
U0476,40,Familiar,Costa,325.8,18,8,1,4.58,1
U0477,27,Turismo,Sierra,461.2,4,14,4,4.65,1
U0478,22,Turismo,Selva,219.53,9,2,5,3.25,0
U0479,53,Familiar,Sierra,286.16,14,5,5,3.77,1
U0480,51,Pareja,Costa,320.94,3,10,2,4.2,1
U0481,48,Familiar,Selva,272.34,1,5,2,4.11,0
U0482,27,Turismo,Selva,454.89,11,13,3,4.42,1
U0483,36,Familiar,Costa,412.25,1,14,7,4.71,1
U0484,49,Turismo,Costa,284.17,12,4,3,4.06,1
U0485,18,Turismo,Sierra,415.05,9,11,5,4.54,1
U0486,22,Negocios,Selva,510.94,5,11,4,4.61,1
U0487,62,Turismo,Selva,215.36,15,3,2,3.41,1
U0488,21,Negocios,Selva,295.68,18,4,0,3.97,1
U0489,33,Turismo,Sierra,221.39,9,2,4,3.49,0
U0490,41,Familiar,Sierra,490.48,13,11,0,4.47,1
U0491,33,Negocios,Costa,301.47,13,9,1,4.56,1
U0492,19,Negocios,Costa,169.67,13,2,1,3.75,1
U0493,45,Negocios,Costa,192.09,10,4,6,3.75,1
U0494,49,Pareja,Sierra,234.98,10,4,2,3.2,0
U0495,44,Turismo,Sierra,404.83,7,14,7,4.29,1
U0496,37,Turismo,Sierra,140.35,5,3,4,4.04,1
U0497,41,Familiar,Costa,176.64,7,6,6,3.7,1
U0498,29,Familiar,Sierra,284.54,10,11,5,4.34,1
U0499,52,Turismo,Costa,271.7,10,4,1,3.94,1
U0500,50,Turismo,Costa,216.1,13,4,4,3.93,1
U0501,50,Familiar,Sierra,288.28,15,9,3,3.88,1
U0502,60,Turismo,Sierra,228.14,6,5,5,3.76,0
U0503,54,Negocios,Selva,234.7,12,5,1,3.21,0
U0504,29,Familiar,Costa,190.65,19,4,3,4.11,1
U0505,20,Turismo,Costa,496.91,11,12,5,4.6,1
U0506,18,Turismo,Costa,265.28,6,2,3,3.57,1
U0507,50,Turismo,Costa,429.4,1,9,0,4.76,0
U0508,57,Negocios,Selva,203.4,2,2,2,3.44,0
U0509,27,Negocios,Sierra,341.78,15,8,2,4.23,1
U0510,60,Familiar,Selva,250.68,4,6,3,4.25,1
U0511,61,Negocios,Costa,218.74,5,5,4,4.27,1
U0512,46,Turismo,Selva,262.18,15,5,4,3.41,1
U0513,30,Turismo,Costa,382.59,11,9,3,4.69,1
U0514,29,Negocios,Selva,476.42,10,12,0,4.56,1
U0515,48,Pareja,Costa,389.33,17,12,2,4.47,1
U0516,63,Negocios,Costa,398.43,2,14,2,4.35,1
U0517,19,Turismo,Sierra,342.23,10,7,9,4.22,1
U0518,52,Turismo,Selva,347.94,3,13,3,4.07,1
U0519,40,Negocios,Costa,192.48,19,2,5,3.84,1
U0520,34,Negocios,Costa,398.88,5,11,3,5.0,1
U0521,43,Familiar,Selva,331.03,3,9,4,4.71,1
U0522,25,Pareja,Costa,383.81,8,14,2,5.0,1
U0523,46,Negocios,Costa,198.38,5,3,0,3.53,0
U0524,43,Turismo,Costa,387.66,12,7,1,4.55,1
U0525,27,Familiar,Costa,401.78,14,10,0,4.46,1
U0526,43,Familiar,Selva,252.52,7,2,2,3.83,1
U0527,51,Turismo,Sierra,244.67,11,7,5,4.36,1
U0528,58,Turismo,Sierra,362.76,8,9,3,3.99,1
U0529,24,Turismo,Selva,398.83,5,11,3,4.68,1
U0530,21,Familiar,Costa,466.45,8,14,2,5.0,1
U0531,62,Familiar,Costa,244.45,12,3,1,4.46,1
U0532,28,Negocios,Costa,290.68,15,6,3,3.7,1
U0533,46,Turismo,Costa,246.06,19,7,2,4.2,1
U0534,53,Pareja,Costa,313.98,16,6,2,4.08,1
U0535,42,Familiar,Selva,280.92,14,4,3,4.39,1
U0536,38,Pareja,Sierra,327.07,7,5,1,3.41,1
U0537,53,Familiar,Costa,395.94,8,8,0,4.8,0
U0538,27,Turismo,Sierra,284.92,7,5,3,3.89,0
U0539,54,Turismo,Sierra,315.05,18,10,3,3.53,1
U0540,26,Turismo,Selva,340.16,6,12,5,4.01,1
U0541,41,Negocios,Selva,427.49,19,13,2,3.96,1
U0542,52,Turismo,Sierra,507.04,4,14,3,4.5,0
U0543,52,Familiar,Sierra,503.82,3,14,3,5.0,1
U0544,53,Negocios,Sierra,408.11,17,11,2,4.42,1
U0545,35,Familiar,Sierra,214.83,19,3,6,3.93,1
U0546,56,Turismo,Costa,378.5,15,6,5,3.95,1
U0547,49,Pareja,Costa,378.67,6,9,3,4.74,1
U0548,41,Negocios,Sierra,278.95,12,6,1,3.85,1
U0549,40,Turismo,Costa,362.14,19,11,3,4.48,1
U0550,49,Turismo,Costa,388.42,6,13,4,4.91,1
U0551,54,Turismo,Sierra,294.62,11,9,2,3.74,1
U0552,29,Familiar,Costa,299.55,10,9,2,4.62,1
U0553,30,Familiar,Sierra,386.24,16,10,3,4.7,1
U0554,40,Negocios,Sierra,393.51,18,11,2,4.17,1
U0555,42,Turismo,Selva,289.24,14,7,1,4.12,1
U0556,52,Turismo,Costa,475.67,4,13,1,4.94,1
U0557,58,Turismo,Costa,351.55,12,5,3,4.12,1
U0558,47,Pareja,Sierra,397.68,8,13,3,4.41,1
U0559,34,Familiar,Selva,382.92,7,12,3,4.82,1
U0560,37,Turismo,Selva,128.02,9,4,0,3.69,1
U0561,42,Familiar,Costa,437.53,17,13,4,5.0,1
U0562,39,Turismo,Costa,276.93,10,6,3,4.39,1
U0563,30,Pareja,Selva,350.17,3,7,5,4.25,1
U0564,36,Turismo,Costa,234.54,8,4,8,3.33,1
U0565,53,Familiar,Sierra,187.25,14,3,3,3.4,1
U0566,29,Familiar,Costa,337.39,7,8,2,4.93,1
U0567,58,Turismo,Costa,444.48,16,12,5,4.61,1
U0568,36,Familiar,Costa,202.43,18,6,3,4.25,1
U0569,29,Negocios,Costa,422.54,11,10,0,4.89,1
U0570,26,Turismo,Sierra,304.19,6,4,4,3.81,1
U0571,24,Turismo,Selva,377.34,14,9,1,4.22,1
U0572,45,Pareja,Costa,258.81,13,7,1,3.81,1
U0573,31,Familiar,Selva,244.79,4,5,2,4.15,0
U0574,48,Familiar,Costa,497.99,11,13,1,5.0,1
U0575,36,Familiar,Sierra,389.94,18,13,3,4.56,1
U0576,64,Turismo,Costa,403.62,1,10,5,4.23,1
U0577,33,Pareja,Selva,280.78,12,6,4,4.65,1
U0578,22,Turismo,Sierra,402.42,18,11,3,4.33,1
U0579,52,Turismo,Sierra,263.75,7,7,3,3.67,0
U0580,29,Negocios,Selva,477.6,12,14,4,4.87,1
U0581,42,Familiar,Sierra,385.15,1,10,3,4.56,1
U0582,38,Familiar,Selva,252.29,4,8,3,3.88,1
U0583,53,Turismo,Sierra,438.63,18,13,2,4.67,1
U0584,40,Negocios,Selva,314.01,15,6,3,3.67,1
U0585,33,Familiar,Sierra,197.39,3,3,4,4.32,1
U0586,56,Negocios,Costa,138.71,7,5,2,3.88,1
U0587,62,Familiar,Sierra,210.92,6,3,8,3.79,1
U0588,59,Pareja,Costa,312.2,15,4,2,4.06,1
U0589,56,Turismo,Sierra,377.19,15,11,1,4.58,1
U0590,31,Negocios,Costa,510.28,6,13,8,4.93,1
U0591,48,Familiar,Sierra,198.26,8,4,2,4.53,1
U0592,22,Familiar,Costa,203.05,8,5,3,4.5,1
U0593,52,Turismo,Costa,305.28,1,7,1,4.31,0
U0594,40,Pareja,Costa,397.72,13,13,3,4.36,1
U0595,46,Negocios,Selva,255.37,13,4,6,3.67,1
U0596,60,Turismo,Costa,375.78,11,11,3,4.65,1
U0597,28,Familiar,Costa,268.13,4,2,2,3.89,1
U0598,35,Familiar,Sierra,172.35,7,2,2,4.13,1
U0599,64,Negocios,Sierra,376.68,12,10,2,3.96,1
U0600,29,Familiar,Costa,402.01,13,10,4,4.61,1
U0601,26,Turismo,Costa,331.13,12,6,3,3.99,1
U0602,27,Turismo,Costa,446.17,16,10,1,4.82,1
U0603,61,Negocios,Selva,404.89,6,12,5,4.17,1
U0604,34,Familiar,Costa,307.79,14,8,2,3.98,1
U0605,55,Negocios,Costa,276.5,19,10,3,4.58,1
U0606,24,Turismo,Costa,540.93,16,13,3,4.8,1
U0607,63,Turismo,Costa,345.8,4,8,5,3.97,0
U0608,30,Familiar,Sierra,409.78,5,10,4,4.39,0
U0609,57,Turismo,Costa,244.44,9,3,6,4.35,1
U0610,59,Familiar,Costa,419.11,3,12,4,4.74,1
U0611,26,Turismo,Costa,434.15,10,12,1,4.63,1
U0612,44,Turismo,Costa,321.99,17,9,4,4.16,1
U0613,19,Turismo,Costa,312.65,19,8,2,3.86,1
U0614,22,Familiar,Selva,258.02,10,7,2,3.94,0
U0615,46,Pareja,Sierra,361.18,12,6,5,3.63,1
U0616,54,Negocios,Selva,289.17,7,5,2,4.12,0
U0617,55,Turismo,Selva,426.56,18,8,2,4.28,1
U0618,36,Negocios,Sierra,353.7,19,4,1,4.65,1
U0619,25,Turismo,Costa,279.76,15,9,4,4.0,1
U0620,62,Turismo,Sierra,265.92,7,3,2,3.42,1
U0621,18,Turismo,Selva,126.54,12,2,4,3.81,1
U0622,39,Turismo,Sierra,425.5,7,12,0,4.77,0
U0623,34,Turismo,Sierra,232.39,10,3,3,3.73,1
U0624,24,Turismo,Costa,307.83,10,10,6,3.98,1
U0625,42,Familiar,Selva,246.44,5,6,3,4.62,1
U0626,62,Turismo,Sierra,434.65,18,12,1,4.45,1
U0627,21,Negocios,Selva,358.79,9,9,4,4.04,1
U0628,53,Familiar,Costa,187.96,16,4,0,4.42,1
U0629,23,Turismo,Costa,292.85,7,8,2,4.18,0
U0630,48,Turismo,Costa,142.09,10,3,4,3.28,1
U0631,36,Turismo,Sierra,289.83,5,9,1,4.04,1
U0632,61,Turismo,Costa,309.18,7,8,3,3.98,1
U0633,56,Negocios,Costa,488.22,5,13,5,3.92,1
U0634,44,Turismo,Selva,339.03,15,6,2,3.71,1
U0635,27,Pareja,Costa,530.52,19,13,1,4.75,1
U0636,43,Turismo,Selva,437.84,10,12,5,4.13,1
U0637,36,Turismo,Costa,270.51,8,5,1,4.16,1
U0638,56,Turismo,Selva,219.2,9,2,2,3.31,1
U0639,20,Negocios,Sierra,307.59,11,6,2,4.06,1
U0640,62,Turismo,Selva,358.02,2,13,2,4.0,1
U0641,30,Familiar,Selva,466.63,3,10,2,5.0,1
U0642,45,Negocios,Costa,297.86,13,11,1,3.96,1
U0643,37,Turismo,Costa,318.53,11,5,2,3.38,1
U0644,45,Turismo,Costa,463.89,10,14,3,5.0,1
U0645,25,Turismo,Sierra,317.72,15,10,3,3.88,1
U0646,58,Pareja,Selva,465.42,6,13,0,5.0,0
U0647,56,Negocios,Costa,210.75,1,3,5,3.94,1
U0648,18,Turismo,Sierra,226.97,14,5,7,3.94,1
U0649,20,Negocios,Costa,303.12,18,10,3,4.62,1
U0650,30,Pareja,Selva,187.82,11,5,1,3.66,1
U0651,45,Negocios,Selva,252.77,8,6,3,3.84,1
U0652,42,Turismo,Costa,397.28,3,12,1,4.98,1
U0653,50,Familiar,Costa,289.45,14,9,3,4.56,1
U0654,55,Familiar,Costa,196.36,2,2,3,3.77,0
U0655,23,Turismo,Sierra,141.03,16,2,1,3.56,0
U0656,61,Turismo,Sierra,390.2,6,10,5,3.65,1
U0657,62,Turismo,Costa,433.76,1,10,4,4.96,1
U0658,49,Turismo,Costa,275.56,14,5,0,4.4,1
U0659,62,Negocios,Costa,456.38,10,14,3,5.0,1
U0660,64,Turismo,Sierra,189.91,6,3,1,3.88,0
U0661,38,Turismo,Sierra,533.37,9,14,11,4.74,1
U0662,33,Turismo,Costa,362.52,7,10,0,4.39,1
U0663,38,Turismo,Sierra,385.61,2,5,4,3.65,0
U0664,28,Pareja,Sierra,246.38,11,7,3,4.37,1
U0665,54,Turismo,Costa,453.34,14,13,3,4.61,1
U0666,53,Negocios,Costa,265.07,5,2,0,3.93,0
U0667,52,Negocios,Sierra,404.34,9,13,1,4.53,1
U0668,36,Pareja,Selva,360.39,7,10,4,3.82,1
U0669,37,Turismo,Costa,314.62,14,6,7,3.61,1
U0670,35,Negocios,Costa,258.27,16,4,1,3.92,1
U0671,64,Turismo,Costa,289.08,16,5,0,3.89,1
U0672,58,Turismo,Sierra,252.45,7,2,2,3.58,0
U0673,31,Turismo,Costa,354.85,10,10,4,4.73,1
U0674,32,Turismo,Costa,421.82,6,9,2,4.56,1
U0675,48,Negocios,Sierra,175.09,17,5,3,3.83,1
U0676,18,Pareja,Sierra,270.53,1,3,3,3.82,0
U0677,20,Turismo,Costa,429.55,2,10,1,4.46,0
U0678,33,Turismo,Costa,222.37,14,5,3,3.59,1
U0679,40,Familiar,Sierra,299.66,4,10,2,4.48,1
U0680,28,Turismo,Costa,382.8,9,11,4,4.54,1
U0681,29,Turismo,Costa,259.07,6,4,4,4.19,1
U0682,27,Turismo,Selva,311.0,17,8,2,3.98,1
U0683,49,Turismo,Costa,352.85,11,8,1,4.22,1
U0684,33,Familiar,Sierra,491.3,4,11,3,4.76,1
U0685,25,Pareja,Selva,392.83,9,14,2,4.21,1
U0686,55,Negocios,Costa,163.39,16,5,5,4.21,1
U0687,29,Negocios,Costa,213.19,3,3,3,4.12,1
U0688,41,Pareja,Sierra,382.62,4,12,3,4.0,1
U0689,45,Familiar,Selva,348.18,3,10,7,4.74,1
U0690,25,Familiar,Selva,324.44,13,5,4,3.65,1
U0691,45,Negocios,Sierra,343.94,19,9,2,4.43,1
U0692,53,Turismo,Costa,215.21,1,3,4,3.57,0
U0693,43,Familiar,Sierra,328.13,6,9,3,4.51,1
U0694,25,Turismo,Costa,414.69,3,12,3,4.05,0
U0695,45,Turismo,Costa,407.84,3,11,6,4.21,1
U0696,45,Negocios,Costa,422.54,16,6,2,4.49,1
U0697,54,Turismo,Costa,341.74,10,8,0,4.07,1
U0698,58,Turismo,Sierra,385.89,17,8,3,3.92,1
U0699,53,Turismo,Costa,448.17,7,13,3,5.0,1
U0700,44,Pareja,Costa,270.8,13,10,1,4.9,1
U0701,34,Turismo,Costa,210.52,11,4,3,4.1,1
U0702,26,Familiar,Selva,408.36,10,11,0,4.34,0
U0703,50,Negocios,Sierra,297.27,7,5,2,4.37,0
U0704,37,Turismo,Costa,404.92,6,11,4,4.09,1
U0705,30,Pareja,Costa,307.11,1,5,6,3.97,0
U0706,45,Negocios,Costa,388.07,17,14,3,4.69,1
U0707,46,Negocios,Selva,396.85,12,11,3,4.92,1
U0708,30,Turismo,Sierra,349.71,4,6,0,4.27,0
U0709,63,Negocios,Sierra,256.96,3,7,7,3.72,1
U0710,52,Familiar,Sierra,294.91,6,4,3,3.81,1
U0711,23,Pareja,Costa,514.51,16,14,4,5.0,1
U0712,35,Turismo,Selva,199.24,13,5,5,3.49,1
U0713,22,Turismo,Sierra,255.77,9,4,2,3.78,1
U0714,64,Turismo,Costa,224.6,11,3,0,3.39,0
U0715,42,Familiar,Costa,385.59,13,11,1,4.99,1
U0716,19,Negocios,Sierra,362.5,19,13,1,4.52,1
U0717,27,Turismo,Selva,359.04,3,10,2,3.85,0
U0718,47,Turismo,Costa,186.62,12,2,2,3.98,1
U0719,62,Turismo,Selva,131.74,19,3,3,3.58,1
U0720,22,Negocios,Sierra,284.71,8,9,2,4.24,0
U0721,50,Familiar,Costa,281.4,14,8,3,4.35,1
U0722,18,Negocios,Costa,386.43,9,13,3,4.68,1
U0723,35,Negocios,Costa,210.75,17,2,6,3.74,1
U0724,49,Familiar,Sierra,328.89,6,6,4,4.21,0
U0725,64,Familiar,Costa,378.88,4,11,4,4.86,1
U0726,28,Negocios,Costa,343.85,4,7,1,4.61,1
U0727,38,Negocios,Sierra,330.94,19,6,0,4.28,1
U0728,43,Negocios,Sierra,256.83,12,5,4,3.41,1
U0729,42,Turismo,Costa,481.47,2,14,2,5.0,1
U0730,39,Negocios,Costa,183.27,17,2,7,4.02,1
U0731,44,Negocios,Costa,271.61,15,8,3,4.1,1
U0732,30,Turismo,Sierra,334.85,10,10,1,4.32,0
U0733,50,Familiar,Selva,321.84,3,7,1,4.44,1
U0734,51,Turismo,Costa,232.81,4,4,4,3.61,0
U0735,58,Turismo,Selva,431.27,1,11,3,4.3,1
U0736,52,Negocios,Sierra,166.75,1,5,4,3.81,0
U0737,18,Pareja,Sierra,312.08,18,11,3,4.03,1
U0738,38,Familiar,Sierra,206.9,4,6,2,4.31,1
U0739,23,Familiar,Costa,447.18,15,13,0,5.0,1
U0740,45,Familiar,Costa,369.94,10,13,1,5.0,1
U0741,34,Pareja,Sierra,210.44,17,2,3,4.11,1
U0742,22,Turismo,Sierra,320.97,12,6,3,3.91,1
U0743,48,Negocios,Sierra,270.25,12,2,3,3.69,1
U0744,22,Turismo,Costa,442.49,16,10,1,4.68,1
U0745,55,Familiar,Selva,292.98,5,8,6,4.27,1
U0746,20,Familiar,Sierra,155.39,16,4,2,3.97,1
U0747,40,Turismo,Costa,340.59,17,10,2,3.87,1
U0748,54,Negocios,Costa,265.5,15,3,5,3.94,1
U0749,54,Turismo,Sierra,419.36,13,13,4,4.08,1
U0750,27,Pareja,Sierra,326.54,8,8,4,3.76,1
U0751,27,Turismo,Costa,344.33,2,10,2,4.61,1
U0752,36,Turismo,Selva,384.59,8,7,8,4.06,1
U0753,34,Turismo,Costa,343.69,10,11,5,4.65,1
U0754,38,Turismo,Costa,286.65,7,6,5,4.01,1
U0755,31,Familiar,Selva,494.26,10,13,7,5.0,1
U0756,26,Turismo,Selva,419.83,4,8,2,4.17,0
U0757,63,Familiar,Sierra,270.79,11,7,2,3.61,1
U0758,18,Turismo,Selva,331.36,9,6,3,4.03,1
U0759,62,Turismo,Costa,185.04,4,3,6,3.07,1
U0760,30,Negocios,Selva,418.83,3,9,2,3.85,0
U0761,21,Familiar,Costa,547.54,11,14,6,5.0,1
U0762,18,Turismo,Costa,283.27,3,8,6,3.86,1
U0763,57,Turismo,Costa,338.21,18,7,4,4.06,1
U0764,49,Turismo,Costa,338.98,19,6,5,3.87,1
U0765,51,Pareja,Costa,268.6,14,6,4,3.62,1
U0766,45,Negocios,Costa,399.58,11,10,2,4.96,1
U0767,48,Familiar,Costa,224.44,2,2,2,3.85,1
U0768,25,Turismo,Costa,472.67,2,10,6,3.98,1
U0769,56,Turismo,Sierra,206.98,2,7,5,3.66,1
U0770,43,Negocios,Costa,258.3,10,5,2,3.63,1
U0771,51,Turismo,Costa,331.9,15,11,2,4.15,1
U0772,20,Turismo,Sierra,328.44,12,8,4,4.27,1
U0773,29,Negocios,Selva,333.05,11,10,3,4.03,1
U0774,18,Turismo,Sierra,270.57,17,6,3,3.5,1
U0775,61,Pareja,Costa,239.61,18,6,6,4.11,1
U0776,22,Negocios,Sierra,357.74,14,9,3,4.51,1
U0777,47,Familiar,Costa,381.45,17,8,4,4.82,1
U0778,47,Turismo,Costa,442.43,15,14,4,4.05,1
U0779,34,Turismo,Costa,532.6,12,14,4,4.63,1
U0780,64,Turismo,Selva,402.17,16,9,4,4.27,1
U0781,40,Negocios,Costa,518.33,6,12,5,4.76,1
U0782,32,Negocios,Costa,459.42,2,13,0,4.67,1
U0783,54,Negocios,Costa,391.33,2,11,3,4.24,0
U0784,38,Negocios,Selva,137.4,16,3,1,3.0,1
U0785,31,Turismo,Sierra,333.11,2,10,3,4.77,0
U0786,19,Familiar,Costa,228.48,8,4,10,4.17,1
U0787,28,Familiar,Sierra,301.06,7,7,3,4.44,0
U0788,56,Turismo,Sierra,422.97,1,7,3,4.2,0
U0789,55,Negocios,Sierra,206.31,4,3,2,3.58,0
U0790,51,Turismo,Costa,350.43,11,13,2,4.53,1
U0791,55,Turismo,Selva,494.3,7,14,1,4.35,1
U0792,51,Negocios,Costa,358.08,18,8,4,3.86,1
U0793,35,Turismo,Sierra,349.24,4,10,4,4.31,1
U0794,47,Turismo,Costa,545.23,17,13,5,5.0,1
U0795,32,Turismo,Costa,299.58,11,11,6,4.63,1
U0796,44,Turismo,Costa,479.1,11,12,2,4.98,1
U0797,51,Familiar,Sierra,179.88,11,2,2,3.52,1
U0798,55,Familiar,Costa,302.45,15,9,2,4.89,1
U0799,50,Turismo,Sierra,336.68,14,3,2,4.05,1
U0800,41,Pareja,Costa,231.27,17,2,1,3.97,1
U0801,32,Pareja,Sierra,335.05,2,9,2,4.79,1
U0802,47,Turismo,Selva,200.72,18,3,4,4.16,1
U0803,59,Turismo,Sierra,319.3,16,7,4,4.2,1
U0804,34,Turismo,Sierra,282.44,12,7,3,4.08,1
U0805,22,Pareja,Sierra,348.3,10,6,2,4.32,1
U0806,46,Familiar,Costa,354.36,16,9,2,4.48,1
U0807,21,Negocios,Selva,289.75,3,4,2,3.61,1
U0808,27,Turismo,Costa,471.46,8,14,1,5.0,1
U0809,34,Turismo,Sierra,437.9,2,11,2,4.17,1
U0810,27,Turismo,Sierra,328.37,1,5,3,4.08,1
U0811,34,Negocios,Costa,411.8,14,8,2,4.47,1
U0812,37,Familiar,Costa,352.3,4,8,3,4.35,1
U0813,41,Turismo,Costa,417.74,4,14,5,4.74,1
U0814,22,Familiar,Selva,430.22,9,13,5,5.0,1
U0815,51,Familiar,Selva,348.67,3,9,1,4.47,1
U0816,23,Familiar,Sierra,188.0,5,3,3,3.85,0
U0817,19,Turismo,Sierra,379.62,1,12,6,4.46,1
U0818,30,Turismo,Selva,447.57,19,13,3,4.68,1
U0819,60,Negocios,Costa,167.49,1,3,3,3.59,0
U0820,60,Turismo,Costa,202.23,10,5,1,3.96,1
U0821,28,Negocios,Sierra,376.35,12,14,2,4.14,1
U0822,64,Turismo,Selva,418.43,10,11,0,4.15,1
U0823,40,Negocios,Selva,478.13,2,14,2,4.45,0
U0824,33,Negocios,Costa,355.96,16,10,4,4.55,1
U0825,48,Negocios,Costa,444.12,8,11,5,4.69,1
U0826,28,Negocios,Costa,388.91,14,13,6,4.59,1
U0827,33,Familiar,Costa,391.23,15,10,6,4.99,1
U0828,25,Familiar,Costa,463.78,16,14,6,5.0,1
U0829,21,Turismo,Sierra,424.03,11,14,3,4.46,1
U0830,57,Negocios,Costa,236.47,12,5,3,3.61,0
U0831,21,Negocios,Selva,343.72,2,10,5,3.94,0
U0832,42,Negocios,Costa,251.51,4,4,2,3.46,1
U0833,20,Negocios,Sierra,468.52,3,13,4,4.63,0
U0834,49,Familiar,Costa,262.0,9,6,4,4.07,1
U0835,20,Negocios,Costa,358.81,18,11,4,4.32,1
U0836,44,Turismo,Costa,379.05,19,10,5,4.42,1
U0837,46,Negocios,Selva,222.95,7,7,4,4.11,1
U0838,49,Negocios,Selva,240.59,4,4,6,3.96,1
U0839,36,Turismo,Costa,472.5,6,11,3,4.68,1
U0840,38,Turismo,Costa,336.99,19,10,0,4.75,1
U0841,22,Negocios,Selva,296.69,1,7,2,3.34,0
U0842,35,Negocios,Costa,312.32,16,5,5,4.64,1
U0843,45,Turismo,Costa,298.83,11,5,1,4.26,1
U0844,59,Negocios,Sierra,353.06,4,9,2,4.19,1
U0845,39,Negocios,Selva,324.83,18,8,7,3.78,1
U0846,38,Pareja,Costa,132.66,5,2,2,3.43,1
U0847,23,Turismo,Costa,330.09,6,7,5,4.39,1
U0848,18,Turismo,Selva,282.8,2,9,4,4.21,1
U0849,22,Turismo,Costa,135.62,12,4,2,3.87,1
U0850,58,Turismo,Costa,422.6,9,10,2,4.33,1
U0851,29,Turismo,Sierra,413.76,12,11,1,4.1,1
U0852,43,Turismo,Selva,260.64,13,3,0,3.73,1
U0853,63,Familiar,Costa,268.71,17,7,2,4.62,1
U0854,51,Negocios,Selva,462.17,5,13,3,4.58,1
U0855,31,Turismo,Sierra,172.48,13,2,3,3.89,1
U0856,43,Turismo,Costa,422.49,13,13,2,4.7,1
U0857,62,Familiar,Selva,465.32,10,12,3,4.83,1
U0858,44,Turismo,Costa,209.17,15,3,2,3.97,1
U0859,26,Turismo,Costa,426.25,15,14,5,5.0,1
U0860,43,Negocios,Sierra,215.04,18,6,2,3.33,1
U0861,64,Turismo,Costa,212.47,18,2,3,3.39,1
U0862,39,Negocios,Costa,402.95,2,9,1,4.36,0
U0863,64,Turismo,Costa,155.28,11,2,4,4.56,1
U0864,47,Negocios,Costa,495.52,13,14,0,4.81,1
U0865,60,Turismo,Selva,325.05,11,10,1,4.11,0
U0866,34,Negocios,Sierra,431.88,4,11,6,4.6,1
U0867,43,Turismo,Selva,418.28,15,12,3,4.73,1
U0868,53,Familiar,Costa,252.27,11,4,4,4.26,1
U0869,18,Negocios,Costa,403.98,18,13,5,5.0,1
U0870,25,Turismo,Costa,234.53,16,3,8,3.46,1
U0871,52,Turismo,Costa,164.55,10,2,7,3.4,1
U0872,32,Negocios,Costa,351.51,12,10,3,4.75,1
U0873,64,Familiar,Sierra,185.21,13,5,3,3.92,1
U0874,39,Negocios,Selva,400.24,9,13,1,4.07,1
U0875,31,Turismo,Selva,168.16,13,2,7,3.04,1
U0876,43,Turismo,Costa,210.08,6,2,8,3.48,1
U0877,45,Turismo,Selva,357.54,6,8,1,4.12,1
U0878,40,Turismo,Costa,186.26,11,3,5,3.86,1
U0879,31,Turismo,Costa,319.53,19,8,3,4.14,1
U0880,41,Negocios,Selva,523.17,11,13,5,4.81,1
U0881,19,Familiar,Sierra,334.31,10,8,2,4.24,1
U0882,62,Turismo,Costa,367.57,15,11,3,4.85,1
U0883,43,Familiar,Costa,288.21,13,10,4,5.0,1
U0884,31,Familiar,Costa,418.37,8,14,6,4.92,1
U0885,24,Familiar,Sierra,283.11,5,8,1,4.41,1
U0886,20,Turismo,Costa,559.96,2,14,7,5.0,1
U0887,64,Turismo,Selva,152.02,16,2,3,3.45,1
U0888,40,Familiar,Costa,441.4,13,13,4,5.0,1
U0889,63,Turismo,Costa,479.61,19,14,6,5.0,1
